"fkMetrica","idComponente","idServidor","horario","valorLido"
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 05:33:09",41
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 07:27:54",43
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 09:22:40",42
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 11:17:25",43
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 13:12:11",42
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 15:06:56",43
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 17:01:41",42
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 18:56:27",48
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 20:51:12",68
4,2,"5c:cd:5b:bf:96:a4","03/10/2022 22:45:57",41
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 00:40:43",42
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 02:35:28",42
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 04:30:13",41
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 06:24:59",41
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 08:19:44",41
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 10:14:29",41
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 12:09:15",42
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 14:04:00",42
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 15:58:45",42
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 17:53:31",42
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 19:48:16",41
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 21:43:01",41
4,2,"5c:cd:5b:bf:96:a4","04/10/2022 23:37:47",40
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 01:32:32",39
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 03:27:17",40
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 05:22:03",40
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 07:16:48",40
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 09:11:33",43
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 11:06:19",42
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 13:01:04",42
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 14:55:49",41
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 16:50:35",42
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 18:45:20",45
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 20:40:06",46
4,2,"5c:cd:5b:bf:96:a4","05/10/2022 22:34:51",42
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 00:29:36",43
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 02:24:22",43
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 04:19:07",42
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 06:13:52",43
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 08:08:38",61
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 10:03:23",41
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 11:58:08",39
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 13:52:54",42
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 15:47:39",51
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 17:42:24",41
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 19:37:10",39
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 21:31:55",42
4,2,"5c:cd:5b:bf:96:a4","06/10/2022 23:26:40",41
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 01:21:26",41
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 03:16:11",40
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 05:10:56",45
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 07:05:42",40
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 09:00:27",38
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 10:55:12",39
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 12:49:58",39
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 14:44:43",39
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 16:39:28",38
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 18:34:14",39
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 20:28:59",48
4,2,"5c:cd:5b:bf:96:a4","07/10/2022 22:23:44",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 00:18:30",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 02:13:15",38
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 04:08:01",38
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 06:02:46",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 07:57:31",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 09:52:17",42
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 11:47:02",42
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 13:41:47",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 15:36:33",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 17:31:18",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 19:26:03",39
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 21:20:49",40
4,2,"5c:cd:5b:bf:96:a4","08/10/2022 23:15:34",40
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 01:10:19",40
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 03:05:05",40
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 04:59:50",41
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 06:54:35",42
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 08:49:21",41
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 10:44:06",42
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 12:38:51",42
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 14:33:37",42
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 16:28:22",42
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 18:23:07",43
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 20:17:53",53
4,2,"5c:cd:5b:bf:96:a4","09/10/2022 22:12:38",50
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 00:07:23",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 02:02:09",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 03:56:54",43
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 05:51:39",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 07:46:25",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 09:41:10",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 11:35:55",44
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 13:30:41",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 15:25:26",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 17:20:12",43
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 19:14:57",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 21:09:42",42
4,2,"5c:cd:5b:bf:96:a4","10/10/2022 23:04:28",44
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 00:59:13",44
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 02:53:58",42
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 04:48:44",44
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 06:43:29",42
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 08:38:14",42
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 10:33:00",43
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 12:27:45",44
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 14:22:30",45
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 16:17:16",44
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 18:12:01",43
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 20:06:46",43
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 22:01:32",42
4,2,"5c:cd:5b:bf:96:a4","11/10/2022 23:56:17",43
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 01:51:02",46
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 03:45:48",45
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 05:40:33",45
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 07:35:18",45
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 09:30:04",46
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 11:24:49",45
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 13:19:34",43
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 15:14:20",44
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 17:09:05",44
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 19:03:50",44
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 20:58:36",45
4,2,"5c:cd:5b:bf:96:a4","12/10/2022 22:53:21",44
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 00:48:07",47
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 02:42:52",48
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 04:37:37",48
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 06:32:23",45
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 08:27:08",47
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 10:21:53",48
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 12:16:39",47
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 14:11:24",61
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 16:06:09",45
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 18:00:55",46
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 19:55:40",47
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 21:50:25",44
4,2,"5c:cd:5b:bf:96:a4","13/10/2022 23:45:11",45
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 01:39:56",45
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 03:34:41",45
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 05:29:27",45
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 07:24:12",47
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 09:18:57",46
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 11:13:43",58
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 13:08:28",44
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 15:03:13",43
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 16:57:59",44
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 18:52:44",43
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 20:47:29",42
4,2,"5c:cd:5b:bf:96:a4","14/10/2022 22:42:15",44
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 00:37:00",44
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 02:31:45",43
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 04:26:31",44
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 06:21:16",44
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 08:16:02",44
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 10:10:47",43
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 12:05:32",43
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 14:00:18",42
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 15:55:03",43
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 17:49:48",44
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 19:44:34",44
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 21:39:19",43
4,2,"5c:cd:5b:bf:96:a4","15/10/2022 23:34:04",45
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 01:28:50",44
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 03:23:35",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 05:18:20",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 07:13:06",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 09:07:51",44
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 11:02:36",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 12:57:22",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 14:52:07",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 16:46:52",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 18:41:38",44
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 20:36:23",43
4,2,"5c:cd:5b:bf:96:a4","16/10/2022 22:31:08",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 00:25:54",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 02:20:39",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 04:15:24",45
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 06:10:10",44
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 08:04:55",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 09:59:40",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 11:54:26",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 13:49:11",45
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 15:43:56",44
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 17:38:42",44
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 19:33:27",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 21:28:13",43
4,2,"5c:cd:5b:bf:96:a4","17/10/2022 23:22:58",43
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 01:17:43",43
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 03:12:29",44
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 05:07:14",43
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 07:01:59",43
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 08:56:45",44
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 10:51:30",43
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 12:46:15",46
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 14:41:01",46
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 16:35:46",45
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 18:30:31",44
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 20:25:17",46
4,2,"5c:cd:5b:bf:96:a4","18/10/2022 22:20:02",43
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 00:14:47",44
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 02:09:33",45
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 04:04:18",45
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 05:59:03",43
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 07:53:49",45
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 09:48:34",44
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 11:43:19",45
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 13:38:05",43
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 15:32:50",44
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 17:27:35",44
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 19:22:21",44
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 21:17:06",43
4,2,"5c:cd:5b:bf:96:a4","19/10/2022 23:11:51",44
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 01:06:37",44
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 03:01:22",46
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 04:56:08",44
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 06:50:53",47
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 08:45:38",46
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 10:40:24",47
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 12:35:09",48
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 14:29:54",47
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 16:24:40",48
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 18:19:25",50
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 20:14:10",45
4,2,"5c:cd:5b:bf:96:a4","20/10/2022 22:08:56",49
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 00:03:41",49
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 01:58:26",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 03:53:12",45
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 05:47:57",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 07:42:42",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 09:37:28",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 11:32:13",44
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 13:26:58",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 15:21:44",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 17:16:29",45
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 19:11:14",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 21:06:00",43
4,2,"5c:cd:5b:bf:96:a4","21/10/2022 23:00:45",43
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 00:55:30",43
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 02:50:16",44
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 04:45:01",44
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 06:39:46",44
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 08:34:32",44
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 10:29:17",43
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 12:24:03",44
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 14:18:48",44
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 16:13:33",42
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 18:08:19",43
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 20:03:04",43
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 21:57:49",45
4,2,"5c:cd:5b:bf:96:a4","22/10/2022 23:52:35",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 01:47:20",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 03:42:05",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 05:36:51",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 07:31:36",42
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 09:26:21",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 11:21:07",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 13:15:52",42
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 15:10:37",42
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 17:05:23",42
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 19:00:08",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 20:54:53",43
4,2,"5c:cd:5b:bf:96:a4","23/10/2022 22:49:39",42
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 00:44:24",42
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 02:39:09",42
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 04:33:55",44
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 06:28:40",45
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 08:23:25",43
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 10:18:11",42
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 12:12:56",43
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 14:07:41",43
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 16:02:27",43
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 17:57:12",42
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 19:51:57",44
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 21:46:43",42
4,2,"5c:cd:5b:bf:96:a4","24/10/2022 23:41:28",43
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 01:36:14",42
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 03:30:59",43
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 05:25:44",43
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 07:20:30",42
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 09:15:15",42
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 11:10:00",43
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 13:04:46",42
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 14:59:31",43
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 16:54:16",42
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 18:49:02",42
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 20:43:47",42
4,2,"5c:cd:5b:bf:96:a4","25/10/2022 22:38:32",42
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 00:33:18",41
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 02:28:03",42
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 04:22:48",41
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 06:17:34",43
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 08:12:19",41
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 10:07:04",41
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 12:01:50",41
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 13:56:35",41
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 15:51:20",42
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 17:46:06",42
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 19:40:51",40
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 21:35:36",42
4,2,"5c:cd:5b:bf:96:a4","26/10/2022 23:30:22",41
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 01:25:07",43
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 03:19:52",42
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 05:14:38",42
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 07:09:23",40
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 09:04:09",41
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 10:58:54",41
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 12:53:39",42
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 14:48:25",41
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 16:43:10",41
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 18:37:55",40
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 20:32:41",40
4,2,"5c:cd:5b:bf:96:a4","27/10/2022 22:27:26",39
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 00:22:11",39
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 02:16:57",40
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 04:11:42",39
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 06:06:27",40
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 08:01:13",40
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 09:55:58",45
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 11:50:43",40
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 13:45:29",41
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 15:40:14",39
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 17:34:59",39
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 19:29:45",38
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 21:24:30",39
4,2,"5c:cd:5b:bf:96:a4","28/10/2022 23:19:15",40
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 01:14:01",39
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 03:08:46",37
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 05:03:31",39
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 06:58:17",37
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 08:53:02",37
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 10:47:47",36
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 12:42:33",35
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 14:37:18",35
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 16:32:04",37
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 18:26:49",35
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 20:21:34",35
4,2,"5c:cd:5b:bf:96:a4","29/10/2022 22:16:20",34
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 00:11:05",35
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 02:05:50",36
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 04:00:36",36
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 05:55:21",35
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 07:50:06",35
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 09:44:52",35
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 11:39:37",35
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 13:34:22",34
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 15:29:08",37
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 17:23:53",36
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 19:18:38",35
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 21:13:24",38
